# AR,core_r,cool_r,PD,power,enrich,keff,ave_E,mass,q_dens,BOL_U,EOL_U,rel_depl,dU
   1.00000,  46.28906,   0.52295,   1.54971, 161.21094,   0.24854,   0.87382,   0.55777,2755.07532,   0.51738, 361.90000, 361.20000,   0.00025,   0.70000
