# AR,core_r,cool_r,PD,power,enrich,keff,ave_E,mass,q_dens
   1.00000,  25.87891,   0.51147,   1.35220, 142.40234,   0.38354,   0.67445,   0.76291, 388.00234,   2.61535
   1.00000,  12.32422,   0.59106,   1.53091,  84.04297,   0.80054,   0.61273,   1.03531,  51.24693,  14.29135
   1.00000,  40.29297,   0.68726,   1.41079, 135.83984,   0.20923,   0.69488,   0.60292,1588.74249,   0.66098
   1.00000,  19.35547,   0.73120,   1.24282,  93.65234,   0.44917,   0.50315,   0.88237, 132.96026,   4.11110
   1.00000,  33.37891,   0.85522,   1.53726, 148.37891,   0.40063,   0.95452,   0.69810,1025.61430,   1.27001
   1.00000,  14.66797,   0.97974,   1.45522, 163.26172,   0.70483,   0.64775,   0.97435,  80.73011,  16.46738
   1.00000,  43.78906,   0.96045,   1.42178, 176.21094,   0.65869,   1.28948,   0.77021,2070.30166,   0.66801
   1.00000,  18.57422,   0.95044,   1.10171, 162.79297,   0.34116,   0.27120,   0.93659,  71.42760,   8.08638
   1.00000,  11.69922,   0.85571,   1.14810, 108.41797,   0.85522,   0.32876,   1.14091,  22.09945,  21.55166
   1.00000,  15.48828,   0.93530,   1.45864, 171.58203,   0.85864,   0.76464,   0.99637,  95.36196,  14.69983
   1.00000,  24.47266,   0.96265,   1.36196,  87.55859,   0.39722,   0.69072,   0.77942, 334.68830,   1.90154
   1.00000,  20.29297,   0.61157,   1.54849, 153.88672,   0.56265,   0.80615,   0.84344, 232.15128,   5.86158
   1.00000,  32.16797,   0.58667,   1.55923, 107.71484,   0.84839,   1.29988,   0.85571, 932.31692,   1.03004
   1.00000,  17.53906,   0.78271,   1.31240, 119.96094,   0.72432,   0.67064,   0.95707, 113.82732,   7.07736
   1.00000,  22.12891,   0.67798,   1.20913,  94.82422,   0.20786,   0.33990,   0.79170, 182.19599,   2.78541
   1.00000,  24.51172,   0.55493,   1.12075, 120.60547,   0.47788,   0.43282,   0.87984, 178.69768,   2.60673
   1.00000,  49.58984,   0.89722,   1.45083,  87.20703,   0.48335,   1.20937,   0.68862,3103.93452,   0.22763
   1.00000,  28.80859,   0.73511,   1.44058, 104.66797,   0.65562,   1.04624,   0.81952, 601.17788,   1.39347
   1.00000,  37.91016,   0.81519,   1.12905, 116.03516,   0.67681,   0.82560,   0.84204, 693.53655,   0.67791
   1.00000,  22.44141,   0.99194,   1.12173, 152.71484,   0.41089,   0.40925,   0.88805, 139.59316,   4.30111
   1.00000,  23.80859,   0.92261,   1.12808,  89.66797,   0.56812,   0.52928,   0.90672, 171.42820,   2.11488
   1.00000,  41.03516,   0.51196,   1.14077, 160.91797,   0.63169,   0.80922,   0.80340, 915.29186,   0.74129
   1.00000,  12.59766,   0.99097,   1.24233, 198.18359,   0.46353,   0.31727,   1.01770,  36.73481,  31.55355
   1.00000,  30.56641,   0.93726,   1.16079, 195.83984,   0.22495,   0.43223,   0.74034, 414.02819,   2.18282
   1.00000,  25.56641,   0.99976,   1.59829, 120.83984,   0.66245,   1.06226,   0.82889, 482.90346,   2.30171
   1.00000,  25.60547,   0.85083,   1.16958, 179.19922,   0.75405,   0.73579,   0.91696, 250.70525,   3.39772
   1.00000,  46.50391,   0.85767,   1.37319, 190.44922,   0.54692,   1.19092,   0.72650,2331.01377,   0.60278
   1.00000,  33.37891,   0.68433,   1.53726, 148.37891,   0.40063,   0.94855,   0.69735,1024.44802,   1.27001
   1.00000,  19.58984,   0.77222,   1.57583, 177.20703,   0.65835,   0.86850,   0.87813, 213.54958,   7.50306
   1.00000,  15.87891,   0.52808,   1.13101, 110.87891,   0.53188,   0.30088,   1.00117,  50.88072,   8.81530
   1.00000,  30.09766,   0.67358,   1.33608, 163.84766,   0.85728,   1.11161,   0.88353, 597.26049,   1.91290
   1.00000,  18.22266,   0.75952,   1.25259, 143.80859,   0.41909,   0.46275,   0.88859, 113.50769,   7.56484
   1.00000,  22.71484,   0.90405,   1.55239, 139.82422,   0.82241,   1.06461,   0.89959, 327.24743,   3.79755
   1.00000,  12.67578,   0.85327,   1.50112, 108.76953,   0.67817,   0.56784,   1.00441,  54.44301,  16.99939
   1.00000,  36.07422,   0.91919,   1.57778, 140.29297,   0.57700,   1.19269,   0.75134,1336.42193,   0.95125
   1.00000,  17.08984,   0.74097,   1.45815, 111.69922,   0.26460,   0.43183,   0.80891, 127.87725,   7.12338
   1.00000,  14.23828,   0.54468,   1.38052, 137.83203,   0.26802,   0.32135,   0.88743,  67.31161,  15.19944
   1.00000,  15.56641,   0.93286,   1.54067, 129.51172,   0.50796,   0.61128,   0.89512, 104.35294,  10.92934
   1.00000,  25.01953,   0.92261,   1.49575,  89.66797,   0.56812,   0.92727,   0.81051, 416.75748,   1.82243
   1.00000,  44.00391,   0.72339,   1.13882,  86.50391,   0.87573,   1.03788,   0.86548,1128.93422,   0.32316
   1.00000,  33.73047,   0.92114,   1.16226, 136.07422,   0.58999,   0.78971,   0.82865, 559.19050,   1.12865
   1.00000,  34.23828,   0.57690,   1.13052, 143.57422,   0.27554,   0.44531,   0.74879, 510.22373,   1.13865
   1.00000,  24.27734,   0.82983,   1.35317,  97.63672,   0.46694,   0.73700,   0.80514, 322.28328,   2.17200
   1.00000,  29.78516,   0.52612,   1.23062, 117.91016,   0.54487,   0.75753,   0.81242, 468.13963,   1.42037
   1.00000,  16.77734,   0.55737,   1.35269, 150.13672,   0.68569,   0.63914,   0.94911, 105.90494,  10.11970
   1.00000,  13.88672,   0.52222,   1.21108, 193.84766,   0.68228,   0.39234,   1.03597,  45.06381,  23.04155
   1.00000,  22.59766,   0.61597,   1.51040, 171.34766,   0.28853,   0.59720,   0.73268, 310.46342,   4.72648
   1.00000,  15.91797,   0.66479,   1.24429, 147.44141,   0.70142,   0.52825,   0.99198,  74.11922,  11.63608
   1.00000,  48.57422,   0.54956,   1.55093,  82.28516,   0.26118,   0.91727,   0.58610,3187.79875,   0.22854
   1.00000,  24.00391,   0.52271,   1.49771, 152.94922,   0.51343,   0.83988,   0.79833, 367.40265,   3.52007
   1.00000,  43.10547,   0.94458,   1.57583,  81.69922,   0.88530,   1.50617,   0.84285,2277.04783,   0.32469
   1.00000,  47.75391,   0.86304,   1.46694,  82.75391,   0.63032,   1.33571,   0.74755,2817.62304,   0.24189
   1.00000,  27.87109,   0.67651,   1.49966, 131.85547,   0.33638,   0.75835,   0.70758, 577.21840,   1.93859
   1.00000,  24.78516,   0.99634,   1.56265, 109.70703,   0.35210,   0.75046,   0.72972, 428.68719,   2.29356
   1.00000,  35.41016,   0.83228,   1.55483, 141.58203,   0.29263,   0.84374,   0.64296,1241.66824,   1.01502
   1.00000,  34.86328,   0.69312,   1.57583, 177.20703,   0.67271,   1.24526,   0.78853,1203.03913,   1.33115
   1.00000,  39.23828,   0.98218,   1.44302,  92.83203,   0.35552,   0.93970,   0.66589,1525.59492,   0.48912
   1.00000,  35.13672,   0.79810,   1.14419, 151.89453,   0.53257,   0.72485,   0.81057, 588.71783,   1.11457
   1.00000,  19.70703,   0.66382,   1.26479,  83.92578,   0.73765,   0.69380,   0.94133, 147.18557,   3.49045
   1.00000,  23.18359,   0.86304,   1.34731, 151.54297,   0.64468,   0.83543,   0.86864, 278.30134,   3.87118
   1.00000,  34.94141,   0.62720,   1.22036, 190.80078,   0.22427,   0.52331,   0.68288, 738.39090,   1.42367
   1.00000,  39.19922,   0.77075,   1.51577, 190.91797,   0.81147,   1.38214,   0.82677,1630.37299,   1.00894
   1.00000,  16.97266,   0.88940,   1.39077,  86.97266,   0.70347,   0.70685,   0.94628, 116.02671,   5.66217
   1.00000,  15.83984,   0.95874,   1.37271, 167.94922,   0.85522,   0.72246,   1.00206,  92.11988,  13.45166
   1.00000,  15.68359,   0.52417,   1.25356, 172.98828,   0.51343,   0.42555,   0.95351,  72.15231,  14.27350
   1.00000,  30.21484,   0.56128,   1.20864, 132.32422,   0.60366,   0.77976,   0.83240, 461.68738,   1.52696
   1.00000,  34.98047,   0.92798,   1.22427, 154.82422,   0.78687,   1.04522,   0.86196, 752.16279,   1.15136
   1.00000,  48.57422,   0.79468,   1.55093, 110.99609,   0.29331,   0.98383,   0.60222,3194.59098,   0.30828
   1.00000,  33.41797,   0.71411,   1.25942,  95.17578,   0.46421,   0.81752,   0.76158, 710.12748,   0.81178
   1.00000,  13.30078,   0.62671,   1.11831,  84.39453,   0.40132,   0.20018,   1.04499,  28.31279,  11.41650
   1.00000,  46.66016,   0.89331,   1.45718, 119.78516,   0.59956,   1.29416,   0.73909,2602.84115,   0.37533
   1.00000,  23.53516,   0.72925,   1.55874, 191.62109,   0.88462,   1.12140,   0.91013, 365.44233,   4.67888
   1.00000,  18.57422,   0.56665,   1.10171, 137.83203,   0.79575,   0.39835,   1.01059,  70.47242,   6.84650
   1.00000,  26.77734,   0.93237,   1.32192, 125.64453,   0.86069,   1.03707,   0.90690, 412.21570,   2.08301
   1.00000,  17.63672,   0.92212,   1.34780, 159.39453,   0.34185,   0.46510,   0.84783, 122.67265,   9.24847
   1.00000,  32.28516,   0.65259,   1.21890, 102.20703,   0.39585,   0.67923,   0.75801, 580.59715,   0.96677
   1.00000,  16.85547,   0.71021,   1.18521, 137.94922,   0.77593,   0.52081,   1.00912,  75.07908,   9.16952
   1.00000,  34.04297,   0.70386,   1.17642,  94.58984,   0.55308,   0.77712,   0.80858, 601.13749,   0.76315
   1.00000,  22.79297,   0.71948,   1.53335, 190.56641,   0.34048,   0.67285,   0.74683, 325.23279,   5.12264
   1.00000,  45.21484,   0.62280,   1.52847, 156.58203,   0.77114,   1.43085,   0.79761,2526.32737,   0.53920
   1.00000,  23.96484,   0.57690,   1.16909, 143.57422,   0.27554,   0.37564,   0.81165, 203.76298,   3.32050
   1.00000,  12.16797,   0.67944,   1.29116, 167.71484,   0.49839,   0.34160,   1.02072,  36.52951,  29.63243
   1.00000,  38.69141,   0.75854,   1.15054, 184.94141,   0.22017,   0.48412,   0.69340, 805.36602,   1.01634
   1.00000,  14.78516,   0.62134,   1.18765, 199.70703,   0.52710,   0.34657,   0.99750,  50.94397,  19.66824
   1.00000,  41.07422,   0.78540,   1.26528,  95.29297,   0.38491,   0.85720,   0.69917,1336.57324,   0.43773
   1.00000,  31.34766,   0.57837,   1.56655, 137.48047,   0.56060,   1.08235,   0.76284, 867.58516,   1.42061
   1.00000,  34.43359,   0.66479,   1.51919,  95.29297,   0.61528,   1.16523,   0.77302,1107.45585,   0.74296
   1.00000,  31.03516,   0.81812,   1.40249,  99.16016,   0.31587,   0.74385,   0.69388, 719.54799,   1.05591
   1.00000,  39.90234,   0.93140,   1.32925,  97.51953,   0.65630,   1.16440,   0.78831,1380.41047,   0.48859
   1.00000,  38.84766,   0.50659,   1.28921,  85.09766,   0.26665,   0.67848,   0.65653,1179.85036,   0.46203
   1.00000,  37.79297,   0.90601,   1.44204, 173.33984,   0.25298,   0.76742,   0.62841,1361.13651,   1.02215
   1.00000,  36.58203,   0.79663,   1.41323, 159.98047,   0.69731,   1.20615,   0.80308,1193.69912,   1.04019
   1.00000,  41.42578,   0.68140,   1.57925, 157.51953,   0.30630,   0.94198,   0.62448,2023.22194,   0.70530
   1.00000,  49.00391,   0.53589,   1.57632, 191.50391,   0.73970,   1.46645,   0.77695,3337.04707,   0.51801
   1.00000,  17.91016,   0.92603,   1.58608, 119.08203,   0.24888,   0.47771,   0.76802, 164.54371,   6.59778
   1.00000,  32.08984,   0.67847,   1.39565, 186.69922,   0.70210,   1.10984,   0.82220, 787.56257,   1.79842
   1.00000,  13.45703,   0.58569,   1.59292,  80.17578,   0.83950,   0.71476,   1.01289,  69.98373,  10.47239
   1.00000,  22.91016,   0.93530,   1.25649, 137.24609,   0.62144,   0.72821,   0.88412, 227.99715,   3.63300
   1.00000,  36.38672,   0.99097,   1.24233, 141.34766,   0.46353,   0.85814,   0.75272, 885.19069,   0.93392
   1.00000,  26.81641,   0.79761,   1.54897, 134.31641,   0.71235,   1.10218,   0.83958, 536.70147,   2.21706
   1.00000,  26.62109,   0.56714,   1.56167, 173.10547,   0.49702,   0.92150,   0.76744, 529.29181,   2.92068
   1.00000,  10.68359,   0.83667,   1.44839,  84.04297,   0.42593,   0.33727,   1.01610,  30.94536,  21.93814
   1.00000,  25.60547,   0.62183,   1.22476, 133.37891,   0.83813,   0.84899,   0.91955, 293.86817,   2.52894
   1.00000,  24.19922,   0.97437,   1.18618, 131.62109,   0.53462,   0.61643,   0.87076, 223.83150,   2.95646
   1.00000,  42.05078,   0.82983,   1.19644, 148.14453,   0.25161,   0.62418,   0.66683,1209.13705,   0.63418
   1.00000,  28.73047,   0.95679,   1.21938, 195.25391,   0.37261,   0.62229,   0.77492, 411.65024,   2.62073
   1.00000,  46.85547,   0.58521,   1.15444, 167.94922,   0.25093,   0.57684,   0.66480,1444.20261,   0.51969
   1.00000,  17.51953,   0.76636,   1.21450, 127.16797,   0.26187,   0.31395,   0.87344,  91.90473,   7.52767
   1.00000,  12.63672,   0.89185,   1.53530, 174.98047,   0.40132,   0.42049,   0.93173,  55.57155,  27.60175
   1.00000,  40.52734,   0.81421,   1.30581, 129.39453,   0.71099,   1.18510,   0.80605,1388.75803,   0.61876
   1.00000,  18.18359,   0.92554,   1.53481, 136.54297,   0.73218,   0.84886,   0.91909, 165.53208,   7.22904
   1.00000,  15.33203,   0.65308,   1.36685, 148.73047,   0.59546,   0.55763,   0.95059,  82.62764,  13.13564
   1.00000,  44.19922,   0.72925,   1.43618, 191.62109,   0.30425,   0.91233,   0.62817,2160.49059,   0.70640
   1.00000,  23.45703,   0.96069,   1.46792, 110.17578,   0.66450,   0.94394,   0.85591, 334.45284,   2.71717
   1.00000,  22.91016,   0.75269,   1.25649, 131.03516,   0.76431,   0.79858,   0.91895, 227.49588,   3.46860
   1.00000,  45.80078,   0.90796,   1.36880, 151.89453,   0.84224,   1.39990,   0.83164,2214.26818,   0.50324
   1.00000,  18.78906,   0.54834,   1.35928, 161.21094,   0.24854,   0.40359,   0.79907, 150.17035,   7.73623
   1.00000,  30.99609,   0.54663,   1.16372,  99.98047,   0.66108,   0.74037,   0.85445, 432.03968,   1.06867
   1.00000,  24.98047,   0.80298,   1.58413, 154.23828,   0.38286,   0.79189,   0.73676, 445.57490,   3.14949
   1.00000,  18.92578,   0.90015,   1.29800, 105.01953,   0.43755,   0.53988,   0.86928, 139.57904,   4.93127
   1.00000,  11.62109,   0.62964,   1.14028,  98.10547,   0.23452,   0.13096,   1.05546,  20.85813,  19.89769
   1.00000,  44.51172,   0.54077,   1.53140, 106.30859,   0.55034,   1.24522,   0.71744,2413.90735,   0.38370
   1.00000,  28.88672,   0.71997,   1.19106, 178.14453,   0.86069,   0.89094,   0.91334, 384.91008,   2.35249
   1.00000,  21.58203,   0.57495,   1.22622,  84.98047,   0.57358,   0.60077,   0.89043, 176.40098,   2.69087
   1.00000,  14.16016,   0.67456,   1.17593, 172.28516,   0.81831,   0.42493,   1.06582,  43.15843,  19.31495
   1.00000,  22.32422,   0.96606,   1.40591, 114.04297,   0.62554,   0.84683,   0.86162, 269.20629,   3.26279
   1.00000,  38.06641,   0.59351,   1.53335, 190.56641,   0.34048,   0.93210,   0.65366,1513.25861,   1.09969
   1.00000,  37.32422,   0.90356,   1.46841, 129.04297,   0.68638,   1.24755,   0.79381,1347.63183,   0.78997
   1.00000,  48.84766,   0.81421,   1.27603, 186.93359,   0.25503,   0.77167,   0.61913,2299.11713,   0.51051
   1.00000,  13.61328,   0.98999,   1.19253, 158.45703,   0.28647,   0.23396,   0.97398,  40.63658,  19.99279
   1.00000,  14.39453,   0.76929,   1.38589, 112.98828,   0.46216,   0.46642,   0.93337,  70.26261,  12.05844
   1.00000,  44.31641,   0.65063,   1.58022, 133.26172,   0.60708,   1.32234,   0.73843,2478.14293,   0.48737
   1.00000,  40.29297,   0.95630,   1.29849, 172.05078,   0.21265,   0.64764,   0.62657,1348.77974,   0.83718
   1.00000,  33.80859,   0.79761,   1.37075, 119.66797,   0.21060,   0.61304,   0.64132, 892.23279,   0.98570
   1.00000,  24.19922,   0.94946,   1.20327, 135.95703,   0.54419,   0.64600,   0.86754, 235.41999,   3.05385
   1.00000,  46.62109,   0.81714,   1.20278, 113.10547,   0.62075,   1.06254,   0.77538,1678.02585,   0.35529
   1.00000,  31.69922,   0.60571,   1.23452, 143.45703,   0.50044,   0.77596,   0.78790, 571.11481,   1.43359
   1.00000,  39.39453,   0.70679,   1.57339,  97.98828,   0.25093,   0.82612,   0.60719,1732.76381,   0.51017
   1.00000,  19.62891,   0.89673,   1.11538, 191.73828,   0.77661,   0.49334,   0.99594,  90.43119,   8.06994
   1.00000,  37.24609,   0.84058,   1.42935, 193.73047,   0.50796,   1.06931,   0.73341,1284.15562,   1.19345
   1.00000,  21.97266,   0.70190,   1.45571, 161.97266,   0.45259,   0.72436,   0.80395, 271.00239,   4.86009
   1.00000,  18.18359,   0.99292,   1.53481, 136.54297,   0.73218,   0.85026,   0.91912, 165.57954,   7.22904
   1.00000,  29.39453,   0.58179,   1.19839, 187.98828,   0.77593,   0.84971,   0.88435, 413.06543,   2.35603
   1.00000,  23.69141,   0.76782,   1.47866, 119.55078,   0.86890,   1.07636,   0.91098, 347.84059,   2.86174
   1.00000,  15.60547,   0.72583,   1.29458,  96.11328,   0.57905,   0.51155,   0.95868,  77.60747,   8.05013
   1.00000,  25.83984,   0.60034,   1.34878, 137.94922,   0.68022,   0.91226,   0.85542, 384.96821,   2.54507
   1.00000,  10.13672,   0.73560,   1.33169, 137.48047,   0.56060,   0.31288,   1.08911,  22.67708,  42.01446
   1.00000,  36.03516,   0.94800,   1.34243, 174.16016,   0.57837,   1.05541,   0.77397,1038.06127,   1.18473
   1.00000,  25.03906,   0.78857,   1.19033, 188.86719,   0.89932,   0.82456,   0.94802, 250.46087,   3.82959
   1.00000,  22.01172,   0.66528,   1.46450,  90.01953,   0.52163,   0.78695,   0.82390, 274.82869,   2.68674
   1.00000,  37.32422,   0.59155,   1.47524,  99.74609,   0.31519,   0.85996,   0.65184,1353.23613,   0.61062
   1.00000,  40.29297,   0.68726,   1.41079, 135.83984,   0.57495,   1.15714,   0.74798,1588.74249,   0.66098
   1.00000,  40.09766,   0.68774,   1.48843, 170.64453,   0.55444,   1.18174,   0.73475,1701.15292,   0.84253
   1.00000,  42.63672,   0.53784,   1.32046,  92.59766,   0.83540,   1.28387,   0.83152,1651.16911,   0.38028
   1.00000,  19.04297,   0.89038,   1.48892, 169.58984,   0.29058,   0.51803,   0.78009, 182.56360,   7.81710
   1.00000,  15.03906,   0.78271,   1.31240, 119.96094,   0.72432,   0.57787,   0.99743,  71.76119,  11.22607
   1.00000,  20.21484,   0.68628,   1.33364, 102.32422,   0.42866,   0.58569,   0.83970, 180.29250,   3.94292
   1.00000,  45.87891,   0.76147,   1.50601, 140.87891,   0.70688,   1.38997,   0.77640,2591.29638,   0.46436
   1.00000,  10.09766,   0.92358,   1.58608, 103.84766,   0.50728,   0.38985,   1.03221,  29.48769,  32.10588
   1.00000,  47.44141,   0.55444,   1.18423, 197.71484,   0.67339,   1.03664,   0.78555,1661.22497,   0.58941
   1.00000,  48.37891,   0.99683,   1.19595, 103.37891,   0.66313,   1.11484,   0.78802,1842.67835,   0.29061
   1.00000,  21.28906,   0.98584,   1.36221, 185.11719,   0.33604,   0.55952,   0.79143, 220.43691,   6.10699
   1.00000,  46.54297,   0.78442,   1.50161,  90.13672,   0.89077,   1.51357,   0.83932,2695.16592,   0.28457
   1.00000,  20.44922,   0.87134,   1.13247, 149.66797,   0.87710,   0.58872,   0.99932, 110.64677,   5.57120
   1.00000,  45.76172,   0.98315,   1.42202, 109.47266,   0.32134,   0.95272,   0.63339,2363.83699,   0.36362
   1.00000,  14.00391,   0.82642,   1.21694, 167.36328,   0.33843,   0.28051,   0.96493,  47.28853,  19.39824
   1.00000,  44.51172,   0.54077,   1.34634, 106.30859,   0.55034,   1.12564,   0.73101,1958.27533,   0.38370
   1.00000,  26.23047,   0.63989,   1.55239, 188.57422,   0.75474,   1.10886,   0.85463, 503.05644,   3.32594
   1.00000,  32.87109,   0.86401,   1.56216,  83.92578,   0.73765,   1.25466,   0.81992, 999.07577,   0.75215
   1.00000,  38.76953,   0.80835,   1.20620,  88.61328,   0.40747,   0.78102,   0.73281, 974.22553,   0.48404
   1.00000,  42.59766,   0.86597,   1.26040, 111.34766,   0.63853,   1.11163,   0.78337,1476.94674,   0.45854
   1.00000,  16.23047,   0.76489,   1.42739, 158.57422,   0.57974,   0.62106,   0.92003, 105.96087,  11.80564
   1.00000,  30.17578,   0.75952,   1.59487,  86.26953,   0.65288,   1.15406,   0.79953, 791.24958,   0.99938
   1.00000,  17.71484,   0.90503,   1.23989, 154.82422,   0.63989,   0.56754,   0.95314, 101.47557,   8.86497
   1.00000,  46.03516,   0.82446,   1.32827,  85.91797,   0.71919,   1.28652,   0.79209,2114.43902,   0.28033
   1.00000,  40.09766,   0.52222,   1.21108,  85.68359,   0.68228,   0.99262,   0.80540,1084.89068,   0.42305
   1.00000,  34.70703,   0.67651,   1.49966, 131.85547,   0.30015,   0.82014,   0.65457,1114.62982,   1.00391
   1.00000,  12.44141,   0.89917,   1.49673, 188.69141,   0.50454,   0.45979,   0.96969,  51.28548,  31.18843
   1.00000,  16.26953,   0.83960,   1.11245, 130.91797,   0.80122,   0.40234,   1.04836,  50.67721,   9.67664
   1.00000,  25.44922,   0.58374,   1.13687, 187.87109,   0.76362,   0.62866,   0.92402, 215.51719,   3.62816
   1.00000,  35.60547,   0.74683,   1.59976, 163.37891,   0.31313,   0.89309,   0.64674,1304.18712,   1.15212
   1.00000,  32.24609,   0.52808,   1.49185, 178.73047,   0.67544,   1.14923,   0.80250, 885.91224,   1.69675
   1.00000,  39.35547,   0.67896,   1.15396, 115.44922,   0.38218,   0.66333,   0.74093, 856.95631,   0.60287
   1.00000,  31.93359,   0.82104,   1.23794, 132.79297,   0.31655,   0.63083,   0.72805, 591.06856,   1.29802
   1.00000,  20.21484,   0.68628,   1.33364, 141.58203,   0.42866,   0.58232,   0.83954, 180.29250,   5.45566
   1.00000,  25.03906,   0.78857,   1.43740, 188.86719,   0.75166,   1.01801,   0.87215, 393.52192,   3.82959
   1.00000,  29.86328,   0.63062,   1.13833, 192.20703,   0.76021,   0.72975,   0.89467, 351.07547,   2.29724
   1.00000,  37.51953,   0.76147,   1.46450, 197.36328,   0.25435,   0.77157,   0.62704,1362.23153,   1.18944
   1.00000,  13.84766,   0.57935,   1.59780,  99.39453,   0.69185,   0.66124,   0.96944,  76.51486,  11.91471
   1.00000,  38.02734,   0.94800,   1.52456, 168.88672,   0.53257,   1.15916,   0.73237,1501.24486,   0.97759
   1.00000,  40.29297,   0.68726,   1.41079, 108.06641,   0.57495,   1.15699,   0.74770,1588.74249,   0.52584
   1.00000,  37.24609,   0.84058,   1.42935, 193.73047,   0.41294,   0.97172,   0.69748,1284.15562,   1.19345
   1.00000,  19.04297,   0.64136,   1.45522,  96.81641,   0.23110,   0.43779,   0.76657, 176.21081,   4.46267
   1.00000,  33.57422,   0.73706,   1.11343, 187.28516,   0.69868,   0.71737,   0.87040, 446.28053,   1.57520
   1.00000,  47.05078,   0.89233,   1.50894, 172.63672,   0.68911,   1.39508,   0.76868,2804.53643,   0.52757
   1.00000,  18.69141,   0.50854,   1.40054, 163.96484,   0.57017,   0.66967,   0.88399, 156.18034,   7.99235
   1.00000,  49.47266,   0.60815,   1.42446, 139.47266,   0.49634,   1.19264,   0.69311,2985.71041,   0.36664
   1.00000,  29.62891,   0.52173,   1.49038, 192.32422,   0.60161,   1.03728,   0.79002, 686.21692,   2.35362
   1.00000,  48.41797,   0.88354,   1.52554,  94.94141,   0.74517,   1.45802,   0.78618,3100.34974,   0.26625
   1.00000,  16.85547,   0.51392,   1.18521, 137.94922,   0.77593,   0.49296,   1.00488,  74.61323,   9.16952
   1.00000,  17.32422,   0.65356,   1.21841, 134.08203,   0.53804,   0.46627,   0.94205,  89.59331,   8.20842
   1.00000,  22.16797,   0.80444,   1.43423, 137.71484,   0.32339,   0.60271,   0.76217, 272.15655,   4.02395
   1.00000,  21.66016,   0.58081,   1.51968, 104.78516,   0.56743,   0.83495,   0.83375, 275.52782,   3.28220
   1.00000,  40.68359,   0.95679,   1.31606, 114.04297,   0.60093,   1.11846,   0.76857,1431.86056,   0.53909
   1.00000,  30.29297,   0.58130,   1.17349, 123.88672,   0.38765,   0.56875,   0.78544, 417.89538,   1.41857
   1.00000,  12.48047,   0.99927,   1.13052, 191.73828,   0.39312,   0.19819,   1.05769,  24.99545,  31.39541
   1.00000,  33.06641,   0.53198,   1.22085, 113.33984,   0.60298,   0.84341,   0.81229, 624.82945,   0.99786
   1.00000,  19.39453,   0.95679,   1.32339, 157.98828,   0.89966,   0.84070,   0.97479, 157.03396,   6.89346
   1.00000,  16.38672,   0.74097,   1.38540, 138.18359,   0.23315,   0.35636,   0.82815, 103.56368,   9.99610
   1.00000,  14.98047,   0.65552,   1.20913,  94.82422,   0.43687,   0.34556,   0.96774,  56.49477,   8.97828
   1.00000,  42.63672,   0.65796,   1.32046, 164.43359,   0.64878,   1.17214,   0.77525,1655.00330,   0.67529
   1.00000,  23.84766,   0.95435,   1.22280, 189.39453,   0.86685,   0.84089,   0.94502, 237.50147,   4.44509
   1.00000,  38.22266,   0.96753,   1.56265, 180.72266,   0.51821,   1.16263,   0.72317,1572.10004,   1.03015
   1.00000,  32.48047,   0.72241,   1.57632, 151.77734,   0.61323,   1.15945,   0.77697, 973.39882,   1.40991
   1.00000,  14.58984,   0.58472,   1.23940, 104.19922,   0.57085,   0.41538,   0.99243,  56.31307,  10.67980
   1.00000,  44.78516,   0.74634,   1.31265, 169.70703,   0.70210,   1.23950,   0.78957,1895.08296,   0.60138
   1.00000,  47.32422,   0.78394,   1.22280, 138.53516,   0.37056,   0.85807,   0.68240,1851.91014,   0.41606
   1.00000,  12.59766,   0.99097,   1.13540, 141.34766,   0.46353,   0.23452,   1.06344,  26.25335,  22.50449
   1.00000,  20.60547,   0.73022,   1.41226, 119.90234,   0.51479,   0.71372,   0.84441, 212.94924,   4.36245
   1.00000,  30.33203,   0.96851,   1.11636,  82.05078,   0.50796,   0.59083,   0.84690, 335.76849,   0.93590
   1.00000,  31.77734,   0.61987,   1.25942, 105.13672,   0.47036,   0.78510,   0.77186, 609.49486,   1.04292
   1.00000,  19.27734,   0.96362,   1.16567, 172.63672,   0.68911,   0.54430,   0.96633, 105.71966,   7.67082
   1.00000,  42.63672,   0.76685,   1.11294,  84.98047,   0.57632,   0.77388,   0.80134, 912.56330,   0.34899
   1.00000,  48.06641,   0.69751,   1.32192, 140.17578,   0.41021,   1.01608,   0.67459,2378.40146,   0.40179
   1.00000,  12.01172,   0.79028,   1.58950, 180.01953,   0.34663,   0.37383,   0.92779,  49.72546,  33.06391
   1.00000,  49.86328,   0.88062,   1.23940, 132.20703,   0.41021,   0.95955,   0.68650,2259.79531,   0.33944
   1.00000,  40.25391,   0.81079,   1.38833, 118.61328,   0.65630,   1.21562,   0.77981,1542.05612,   0.57884
   1.00000,  19.55078,   0.61987,   1.25942, 105.13672,   0.24819,   0.36637,   0.81924, 141.94160,   4.47829
   1.00000,  46.89453,   0.61792,   1.10464, 180.48828,   0.33091,   0.56599,   0.71871,1155.80469,   0.55710
   1.00000,  12.48047,   0.97241,   1.54751,  91.77734,   0.26323,   0.33101,   0.89701,  54.08686,  15.02771
   1.00000,  39.04297,   0.64038,   1.23892, 109.58984,   0.64058,   1.01104,   0.79595,1079.38783,   0.58613
   1.00000,  36.97266,   0.68140,   1.14077, 146.97266,   0.36509,   0.59305,   0.75407, 674.26695,   0.92565
