# AR,core_r,cool_r,PD,power,enrich,keff,ave_E,mass,q_dens
   1.00000,  38.57422,   0.81665,   1.35171, 197.83203,   0.44575,   0.97146,   0.71461,1289.84591,   1.09712
   1.00000,  49.66797,   0.91724,   1.26772, 148.26172,   0.79233,   1.31854,   0.81540,2378.90849,   0.38517
   1.00000,  48.10547,   0.71558,   1.56851, 155.87891,   0.79438,   1.49615,   0.80128,3143.78662,   0.44571
   1.00000,  35.37109,   0.57007,   1.15591, 139.35547,   0.43140,   0.64053,   0.77327, 624.38309,   1.00237
   1.00000,  13.10547,   0.62329,   1.20083, 171.69922,   0.36030,   0.24514,   1.00117,  36.91568,  24.28067
   1.00000,  43.88672,   0.92358,   1.16665, 115.68359,   0.45190,   0.83115,   0.74166,1251.00124,   0.43563
   1.00000,  12.48047,   0.99927,   1.13052, 162.32422,   0.77661,   0.31460,   1.11638,  24.99545,  26.57912
   1.00000,  36.38672,   0.75122,   1.28481, 193.73047,   0.29194,   0.70202,   0.67971, 966.08845,   1.28003
   1.00000,  42.05078,   0.82983,   1.35317, 148.14453,   0.25161,   0.76167,   0.62467,1674.77567,   0.63418
   1.00000,  12.36328,   0.66187,   1.52065,  96.69922,   0.36646,   0.38611,   0.93435,  51.32353,  16.28816
   1.00000,  14.23828,   0.82690,   1.41909, 137.83203,   0.26802,   0.34521,   0.87678,  70.88854,  15.19944
   1.00000,  33.73047,   0.92114,   1.33364, 136.07422,   0.71099,   1.10744,   0.82754, 839.62903,   1.12865
   1.00000,  18.30078,   0.56421,   1.58755, 189.39453,   0.36099,   0.59064,   0.80009, 175.30382,   9.83578
   1.00000,  12.94922,   0.86499,   1.41812, 120.37109,   0.28237,   0.32025,   0.91519,  53.27939,  17.64581
   1.00000,  13.57422,   0.62915,   1.41421, 152.83203,   0.70825,   0.56996,   1.00250,  60.95203,  19.45001
   1.00000,  30.09766,   0.81274,   1.11343,  80.64453,   0.72944,   0.68519,   0.89891, 322.21059,   0.94151
   1.00000,  20.87891,   0.54614,   1.53726, 157.98828,   0.88599,   1.01770,   0.92995, 250.36278,   5.52524
   1.00000,  21.19141,   0.53979,   1.36929,  96.46484,   0.52642,   0.69815,   0.84826, 218.50751,   3.22656
   1.00000,  42.98828,   0.65405,   1.30239, 119.08203,   0.55239,   1.07860,   0.74362,1643.77867,   0.47714
   1.00000,  33.37891,   0.69360,   1.42739, 165.48828,   0.57974,   1.06533,   0.77302, 921.03299,   1.41645
   1.00000,  47.59766,   0.59399,   1.20718, 186.23047,   0.66997,   1.08949,   0.78154,1799.34174,   0.54972
   1.00000,  11.03516,   0.52075,   1.26577, 120.95703,   0.45669,   0.26475,   1.05832,  25.80798,  28.65137
   1.00000,  19.19922,   0.52075,   1.24185, 120.95703,   0.46147,   0.48447,   0.88795, 128.82736,   5.44040
   1.00000,  38.80859,   0.61011,   1.55825, 134.66797,   0.82310,   1.39610,   0.82819,1636.25790,   0.73338
   1.00000,  44.35547,   0.99146,   1.37319, 190.44922,   0.64468,   1.25446,   0.76824,2024.48394,   0.69468
   1.00000,  21.38672,   0.55347,   1.19790, 153.18359,   0.49565,   0.50825,   0.88320, 158.71123,   4.98459
   1.00000,  43.96484,   0.54468,   1.41909, 137.83203,   0.26802,   0.83006,   0.61445,2080.27244,   0.51628
   1.00000,  48.69141,   0.63257,   1.44985, 193.96484,   0.38901,   1.07561,   0.64996,2928.72361,   0.53483
   1.00000,  42.16797,   0.55444,   1.18423, 173.69141,   0.67339,   0.96994,   0.80204,1166.55110,   0.73736
   1.00000,  41.03516,   0.69312,   1.52749, 129.16016,   0.49087,   1.15060,   0.70530,1888.15344,   0.59499
   1.00000,  41.69922,   0.98071,   1.35952, 113.45703,   0.32544,   0.88005,   0.65630,1650.12440,   0.49808
   1.00000,  12.75391,   0.58276,   1.40444,  97.75391,   0.89282,   0.60316,   1.06040,  49.92601,  14.99872
   1.00000,  45.80078,   0.90796,   1.39956, 138.88672,   0.84224,   1.42307,   0.83012,2305.77928,   0.46014
   1.00000,  47.28516,   0.61987,   1.32437, 125.41016,   0.60024,   1.19201,   0.74531,2270.75396,   0.37758
   1.00000,  14.23828,   0.82690,   1.38052,  83.57422,   0.62554,   0.55207,   0.97691,  67.55264,   9.21616
   1.00000,  10.41016,   0.76978,   1.31216,  96.58203,   0.55513,   0.32032,   1.08375,  23.78783,  27.25049
   1.00000,  18.73047,   0.58179,   1.12319, 148.02734,   0.54761,   0.36450,   0.96053,  80.78022,   7.17044
   1.00000,  15.72266,   0.93628,   1.53140, 188.22266,   0.55034,   0.63750,   0.90513, 106.71254,  15.41502
   1.00000,  25.41016,   0.59155,   1.47524,  99.74609,   0.31519,   0.67169,   0.72156, 426.99576,   1.93519
   1.00000,  20.80078,   0.59546,   1.58706,  93.88672,   0.75474,   0.97011,   0.89202, 257.40120,   3.32059
   1.00000,  23.84766,   0.56909,   1.22671, 100.09766,   0.52915,   0.62815,   0.85588, 238.24737,   2.34929
   1.00000,  11.50391,   0.87866,   1.29507, 139.00391,   0.69595,   0.40760,   1.07748,  31.17265,  29.06302
   1.00000,  19.74609,   0.87476,   1.46060,  96.23047,   0.37671,   0.60884,   0.80475, 197.94060,   3.97850
   1.00000,  41.11328,   0.53784,   1.28628, 180.95703,   0.65083,   1.10145,   0.78160,1391.90678,   0.82886
   1.00000,  40.80078,   0.84546,   1.33706, 153.88672,   0.40474,   0.94627,   0.69379,1493.09529,   0.72118
   1.00000,  12.28516,   0.95874,   1.57681,  97.87109,   0.58862,   0.53605,   0.98342,  52.75400,  16.80204
   1.00000,  15.76172,   0.77515,   1.17446, 192.55859,   0.30972,   0.27037,   0.93827,  59.36803,  15.65317
   1.00000,  34.86328,   0.69312,   1.55190, 177.20703,   0.67271,   1.23423,   0.78986,1181.22413,   1.33115
   1.00000,  16.46484,   0.85815,   1.38784, 106.07422,   0.75679,   0.71114,   0.96725, 105.49617,   7.56463
   1.00000,  26.19141,   0.92407,   1.19741,  97.05078,   0.63989,   0.73967,   0.87748, 293.39185,   1.71938
   1.00000,  11.89453,   0.61304,   1.16714, 195.48828,   0.29468,   0.16198,   1.04169,  24.77639,  36.97677
   1.00000,  25.91797,   0.78979,   1.11929, 177.44141,   0.87642,   0.68170,   0.95366, 211.65146,   3.24416
   1.00000,  30.44922,   0.63013,   1.50747, 119.66797,   0.35210,   0.82524,   0.69601, 757.66843,   1.34927
   1.00000,  11.23047,   0.73804,   1.12563, 112.75391,   0.85386,   0.27354,   1.16115,  17.71584,  25.33891
   1.00000,  35.64453,   0.87866,   1.12026, 139.23828,   0.88530,   0.88529,   0.90523, 554.29404,   0.97866
   1.00000,  17.94922,   0.55249,   1.29556, 135.37109,   0.36987,   0.44435,   0.86598, 117.92534,   7.45142
   1.00000,  28.30078,   0.93921,   1.43081, 159.39453,   0.53599,   0.94020,   0.78535, 564.62065,   2.23835
   1.00000,  37.40234,   0.52515,   1.31411, 125.76172,   0.84976,   1.20521,   0.85113,1102.30908,   0.76507
   1.00000,  40.41016,   0.89478,   1.24233, 136.54297,   0.38013,   0.82524,   0.70628,1211.31832,   0.65864
   1.00000,  39.78516,   0.80249,   1.54556, 195.37109,   0.71987,   1.34316,   0.79300,1747.93298,   0.98752
   1.00000,  43.10547,   0.74829,   1.17007, 103.61328,   0.39380,   0.75622,   0.72246,1195.70833,   0.41178
   1.00000,  16.07422,   0.76831,   1.33218, 149.78516,   0.47993,   0.49911,   0.91620,  90.52937,  11.47966
   1.00000,  38.78906,   0.79834,   1.29971, 101.21094,   0.74619,   1.17696,   0.82330,1204.17147,   0.55201
   1.00000,  45.87891,   0.97485,   1.22476,  91.07422,   0.44849,   0.94530,   0.71625,1699.93153,   0.30020
   1.00000,  49.66797,   0.91724,   1.46255, 148.26172,   0.86958,   1.52154,   0.83018,3157.12763,   0.38517
   1.00000,  23.14453,   0.75854,   1.40151, 191.73828,   0.39653,   0.67694,   0.78256, 297.91427,   4.92282
   1.00000,  30.44922,   0.89624,   1.13931, 142.87109,   0.60024,   0.69304,   0.85810, 376.28577,   1.61089
   1.00000,  45.72266,   0.91528,   1.21450, 128.10547,   0.87163,   1.24392,   0.85407,1637.16317,   0.42660
   1.00000,  21.28906,   0.96045,   1.36221, 185.11719,   0.33604,   0.55915,   0.79137, 220.40156,   6.10699
   1.00000,  35.87891,   0.63647,   1.38101, 170.87891,   0.88188,   1.27886,   0.86382,1079.38654,   1.17766
   1.00000,  13.84766,   0.75171,   1.46353, 111.93359,   0.69253,   0.60931,   0.98658,  68.41412,  13.41780
   1.00000,  32.20703,   0.89526,   1.35854, 181.42578,   0.29263,   0.70693,   0.68621, 758.78278,   1.72861
   1.00000,  25.76172,   0.65015,   1.17202, 102.55859,   0.48472,   0.57077,   0.84773, 256.31170,   1.90940
   1.00000,  32.16797,   0.55688,   1.43130, 140.76172,   0.31108,   0.75802,   0.68031, 826.58999,   1.34606
   1.00000,  15.25391,   0.94458,   1.17007, 103.61328,   0.39380,   0.31023,   0.96968,  53.16995,   9.29227
   1.00000,  35.68359,   0.77417,   1.38589, 159.04297,   0.86343,   1.27482,   0.86127,1070.42780,   1.11419
   1.00000,  43.49609,   0.85620,   1.31997, 167.48047,   0.44233,   1.00642,   0.70173,1759.88319,   0.64783
   1.00000,  21.03516,   0.88550,   1.27749, 189.16016,   0.87300,   0.82801,   0.95906, 184.27725,   6.46908
   1.00000,  28.84766,   0.56421,   1.52603, 126.93359,   0.60503,   1.04790,   0.79343, 654.32167,   1.68304
   1.00000,  24.00391,   0.97339,   1.38882, 196.77734,   0.82720,   1.00547,   0.90746, 327.56329,   4.52876
   1.00000,  17.91016,   0.56519,   1.37905, 176.03516,   0.70894,   0.71405,   0.93392, 133.75855,   9.75329
   1.00000,  13.73047,   0.67114,   1.58364, 187.98828,   0.23999,   0.34735,   0.84971,  73.90003,  23.11664
   1.00000,  36.42578,   0.75269,   1.26675,  82.51953,   0.74380,   1.09132,   0.83431, 934.65949,   0.54348
   1.00000,  35.87891,   0.59985,   1.27114, 172.98828,   0.27349,   0.64670,   0.67871, 898.89254,   1.19220
   1.00000,  40.09766,   0.93872,   1.48843, 170.64453,   0.36372,   0.98149,   0.66171,1704.02378,   0.84253
   1.00000,  41.85547,   0.63745,   1.58657, 101.15234,   0.23042,   0.81598,   0.58824,2097.22233,   0.43911
   1.00000,  36.58203,   0.51245,   1.41323,  85.80078,   0.69731,   1.18815,   0.79848,1189.36445,   0.55788
   1.00000,  20.72266,   0.58618,   1.15249, 113.10547,   0.48403,   0.42904,   0.90848, 124.00789,   4.04573
   1.00000,  33.41797,   0.82104,   1.21304, 199.94141,   0.48267,   0.78016,   0.78115, 635.89301,   1.70535
   1.00000,  12.75391,   0.59204,   1.51382, 111.11328,   0.66655,   0.56237,   0.99754,  55.96882,  17.04850
   1.00000,  30.37109,   0.64526,   1.34341, 124.35547,   0.51890,   0.89030,   0.77853, 620.45721,   1.41297
   1.00000,  27.36328,   0.61597,   1.16958,  81.69922,   0.78960,   0.76447,   0.90859, 304.25950,   1.26930
   1.00000,  12.53906,   0.75732,   1.22158, 196.36719,   0.24307,   0.19516,   0.98258,  34.32472,  31.70473
   1.00000,  33.06641,   0.51001,   1.53335, 125.17578,   0.32271,   0.83341,   0.66731, 990.77747,   1.10207
   1.00000,  33.26172,   0.68140,   1.26821,  80.05859,   0.35347,   0.71308,   0.72351, 713.00286,   0.69251
   1.00000,  30.72266,   0.62378,   1.28384, 143.22266,   0.73696,   0.99111,   0.85212, 579.21331,   1.57212
   1.00000,  30.37109,   0.75757,   1.10854, 121.42578,   0.64263,   0.62464,   0.87946, 322.34550,   1.37968
   1.00000,  33.22266,   0.80493,   1.49624, 180.60547,   0.26528,   0.75067,   0.64792, 975.55593,   1.56775
   1.00000,  14.04297,   0.50317,   1.24429, 142.63672,   0.58452,   0.39648,   1.00426,  50.67180,  16.39474
   1.00000,  24.98047,   0.78052,   1.58413, 124.82422,   0.26187,   0.64279,   0.69098, 445.51841,   2.54887
   1.00000,  46.38672,   0.62622,   1.15981, 163.73047,   0.27622,   0.62048,   0.67324,1431.90965,   0.52215
   1.00000,  30.09766,   0.81274,   1.59731,  80.64453,   0.53872,   1.06009,   0.76019, 786.69908,   0.94151
   1.00000,  48.96484,   0.85718,   1.56802,  98.57422,   0.71304,   1.45495,   0.77159,3316.86962,   0.26728
   1.00000,  33.18359,   0.93042,   1.22231, 165.48828,   0.46968,   0.78627,   0.77637, 638.90947,   1.44161
   1.00000,  20.72266,   0.58618,   1.15249, 105.01953,   0.60913,   0.48936,   0.93356, 124.00789,   3.75650
   1.00000,  14.62891,   0.88745,   1.14663, 161.15234,   0.59751,   0.34453,   1.03169,  42.98127,  16.38517
   1.00000,  17.87109,   0.72632,   1.32729,  98.92578,   0.51138,   0.57329,   0.89631, 123.37167,   5.51704
   1.00000,  36.54297,   0.54761,   1.52017, 132.08984,   0.24683,   0.76364,   0.62124,1323.09894,   0.86160
   1.00000,  17.51953,   0.51147,   1.59683, 137.36328,   0.60435,   0.75426,   0.88387, 154.71898,   8.13118
   1.00000,  11.07422,   0.76343,   1.49087, 104.78516,   0.51206,   0.40655,   1.01381,  35.94135,  24.55899
   1.00000,  45.91797,   0.53979,   1.36929, 117.44141,   0.52642,   1.13933,   0.71617,2222.97639,   0.38612
   1.00000,  19.27734,   0.89233,   1.50894, 133.14453,   0.68911,   0.84896,   0.89695, 192.88654,   5.91605
   1.00000,  29.66797,   0.89819,   1.27798,  85.21484,   0.81079,   1.02774,   0.88363, 517.57697,   1.03873
   1.00000,  22.79297,   0.83032,   1.16616, 194.55078,   0.59614,   0.57854,   0.90607, 174.68248,   5.22974
   1.00000,  37.40234,   0.65894,   1.31411, 125.76172,   0.84976,   1.22201,   0.85514,1105.28599,   0.76507
   1.00000,  11.11328,   0.64624,   1.41128,  90.95703,   0.76772,   0.48154,   1.07909,  33.33792,  21.09403
   1.00000,  39.78516,   0.81763,   1.50015, 124.70703,   0.69731,   1.30641,   0.78743,1681.52968,   0.63034
   1.00000,  30.25391,   0.88208,   1.51333,  96.69922,   0.62280,   1.09788,   0.79553, 748.45137,   1.11155
   1.00000,  26.66016,   0.69165,   1.22671, 107.83203,   0.86616,   0.89888,   0.92072, 333.86941,   1.81138
   1.00000,  43.49609,   0.85620,   1.31997, 167.48047,   0.74106,   1.26159,   0.80679,1759.88319,   0.64783
   1.00000,  22.75391,   0.67554,   1.56313, 110.52734,   0.41636,   0.76142,   0.77017, 331.22922,   2.98643
   1.00000,  11.58203,   0.73413,   1.47573, 130.80078,   0.74858,   0.52874,   1.05096,  40.51383,  26.79825
   1.00000,  45.72266,   0.52368,   1.58999, 150.01953,   0.87163,   1.51973,   0.82770,2737.34076,   0.49958
   1.00000,  22.91016,   0.75269,   1.19155, 131.03516,   0.62144,   0.63214,   0.90114, 192.43754,   3.46860
   1.00000,  32.32422,   0.84106,   1.28091,  89.08203,   0.45054,   0.81915,   0.75900, 672.89970,   0.83957
   1.00000,  46.77734,   0.68237,   1.57192, 185.64453,   0.51069,   1.25593,   0.69625,2897.22155,   0.57733
   1.00000,  47.83203,   0.80933,   1.14761,  89.55078,   0.71919,   1.03250,   0.81394,1505.99006,   0.26047
   1.00000,  37.28516,   0.72388,   1.28140,  87.20703,   0.21606,   0.60005,   0.64641,1032.15028,   0.53554
   1.00000,  38.41797,   0.57251,   1.44692, 107.01172,   0.72671,   1.26694,   0.80147,1432.90506,   0.60073
   1.00000,  24.04297,   0.87817,   1.36929, 172.63672,   0.75952,   0.94760,   0.89039, 320.46166,   3.95384
   1.00000,  37.94922,   0.52759,   1.34390, 132.20703,   0.82856,   1.23412,   0.84047,1208.67962,   0.77001
   1.00000,  45.87891,   0.65308,   1.50601, 140.87891,   0.70688,   1.38397,   0.77462,2588.94022,   0.46436
   1.00000,  14.98047,   0.65552,   1.47427,  94.82422,   0.43687,   0.50774,   0.89682,  87.47493,   8.97828
   1.00000,  11.11328,   0.66284,   1.56021, 152.94922,   0.76772,   0.54057,   1.05657,  38.50046,  35.47077
   1.00000,  14.19922,   0.59937,   1.56118, 161.62109,   0.35962,   0.45156,   0.87790,  80.31560,  17.97027
   1.00000,  34.82422,   0.74780,   1.37905, 122.24609,   0.70894,   1.15701,   0.81565, 985.69466,   0.92138
   1.00000,  32.59766,   0.74097,   1.49233, 138.18359,   0.81353,   1.26053,   0.84830, 917.76862,   1.26984
   1.00000,  10.48828,   0.99878,   1.14614,  87.32422,   0.51616,   0.20825,   1.13526,  15.83720,  24.09195
   1.00000,  38.37891,   0.62183,   1.57095, 133.37891,   0.83813,   1.40488,   0.83366,1598.12904,   0.75103
   1.00000,  35.44922,   0.80884,   1.25015, 184.70703,   0.34731,   0.72561,   0.71414, 831.64300,   1.31982
   1.00000,  15.48828,   0.93530,   1.46597, 171.58203,   0.85864,   0.76769,   0.99600,  96.07688,  14.69983
   1.00000,  20.01953,   0.54272,   1.56558, 129.86328,   0.47310,   0.73264,   0.81676, 225.71244,   5.15199
   1.00000,  49.16016,   0.53540,   1.25796, 155.29297,   0.31450,   0.82212,   0.64423,2244.59384,   0.41607
   1.00000,  38.22266,   0.61743,   1.43374,  82.51953,   0.35278,   0.90545,   0.66823,1391.73536,   0.47037
   1.00000,  25.33203,   0.77808,   1.24185, 118.73047,   0.77046,   0.84783,   0.90470, 297.61583,   2.32489
   1.00000,  27.16797,   0.61694,   1.49673, 188.69141,   0.23589,   0.60991,   0.67332, 532.86349,   2.99523
   1.00000,  10.95703,   0.80444,   1.51528, 162.67578,   0.88325,   0.56248,   1.09011,  35.59950,  39.36357
   1.00000,  14.78516,   0.62134,   1.18765, 199.70703,   0.25981,   0.22500,   0.94308,  50.94397,  19.66824
   1.00000,  22.08984,   0.91187,   1.27065, 139.70703,   0.71646,   0.77522,   0.91240, 210.53658,   4.12563
   1.00000,  33.84766,   0.82935,   1.34780, 159.39453,   0.34185,   0.78446,   0.69795, 866.46514,   1.30839
   1.00000,  22.01172,   0.69702,   1.31509, 105.72266,   0.68159,   0.78619,   0.89430, 225.79766,   3.15541
   1.00000,  33.53516,   0.60571,   1.39810, 143.45703,   0.50044,   0.97150,   0.74763, 900.76428,   1.21080
   1.00000,  13.10547,   0.81958,   1.20083, 133.61328,   0.36030,   0.25900,   0.99971,  37.06796,  18.89478
   1.00000,  19.16016,   0.66040,   1.13296, 160.33203,   0.20991,   0.22778,   0.87880,  90.69841,   7.25559
   1.00000,  32.01172,   0.89868,   1.33950,  98.10547,   0.69663,   1.06893,   0.82963, 724.19060,   0.95195
   1.00000,  18.80859,   0.86011,   1.30825, 194.66797,   0.47310,   0.56314,   0.87726, 139.48174,   9.31271
   1.00000,  24.94141,   0.86792,   1.32241,  91.19141,   0.37329,   0.64624,   0.77559, 333.19890,   1.87086
   1.00000,  21.50391,   0.62964,   1.32876, 109.00391,   0.87095,   0.88503,   0.94339, 215.14961,   3.48931
   1.00000,  43.41797,   0.69507,   1.26235, 118.96484,   0.82651,   1.23910,   0.83663,1566.75582,   0.46266
   1.00000,  31.19141,   0.66479,   1.54360, 147.44141,   0.70142,   1.18443,   0.81384, 840.13850,   1.54655
   1.00000,  21.81641,   0.61938,   1.54897, 155.76172,   0.65083,   0.91483,   0.85509, 288.59219,   4.77486
   1.00000,  34.74609,   0.81226,   1.27310, 141.23047,   0.81421,   1.12084,   0.86099, 822.56450,   1.07167
   1.00000,  27.53906,   0.65771,   1.43740, 149.96094,   0.75166,   1.07545,   0.85560, 522.90738,   2.28550
   1.00000,  20.60547,   0.91333,   1.48208,  81.11328,   0.49155,   0.74041,   0.82735, 229.82002,   2.95117
   1.00000,  22.87109,   0.98901,   1.43716, 116.85547,   0.21265,   0.49254,   0.71373, 300.19746,   3.10913
   1.00000,  32.71484,   0.77905,   1.42739, 109.82422,   0.29741,   0.75832,   0.67331, 867.83768,   0.99842
   1.00000,  36.23047,   0.67554,   1.56313, 110.52734,   0.41636,   1.01998,   0.68930,1337.15710,   0.73977
   1.00000,  18.37891,   0.82739,   1.56851,  90.48828,   0.31724,   0.55544,   0.78699, 175.43992,   4.63963
   1.00000,  46.50391,   0.85767,   1.37319, 144.86328,   0.64468,   1.27415,   0.76172,2331.01377,   0.45850
   1.00000,  14.66797,   0.74292,   1.59048, 190.21484,   0.80464,   0.75654,   0.98211,  90.58453,  19.18600
   1.00000,  15.37109,   0.70776,   1.40591, 199.35547,   0.73013,   0.65250,   0.97402,  87.69989,  17.47287
   1.00000,  26.03516,   0.82300,   1.46499,  84.16016,   0.40337,   0.78452,   0.75065, 455.58628,   1.51801
   1.00000,  17.40234,   0.77515,   1.42300, 195.01953,   0.61255,   0.68189,   0.91076, 129.96406,  11.77891
   1.00000,  45.80078,   0.57300,   1.36880, 138.88672,   0.35757,   0.95274,   0.65254,2205.88589,   0.46014
   1.00000,  11.69922,   0.94800,   1.34243, 199.12109,   0.43550,   0.32886,   1.00709,  35.52339,  39.58190
   1.00000,  12.55859,   0.78198,   1.54263, 100.91797,   0.27622,   0.34018,   0.89961,  54.84095,  16.21795
   1.00000,  33.57422,   0.73706,   1.52212, 155.99609,   0.38081,   0.92158,   0.69012,1029.79783,   1.31204
   1.00000,  37.51953,   0.51636,   1.46450, 187.16797,   0.61187,   1.17006,   0.76303,1358.33146,   1.12800
   1.00000,  32.55859,   0.53198,   1.29263, 126.11328,   0.72124,   1.01559,   0.83535, 699.61481,   1.16309
   1.00000,  45.29297,   0.99976,   1.59829, 120.83984,   0.66245,   1.39262,   0.75912,2684.99492,   0.41397
   1.00000,  20.56641,   0.93823,   1.25210, 165.83984,   0.38423,   0.50347,   0.84600, 163.35409,   6.06825
   1.00000,  37.48047,   0.56177,   1.31802, 177.32422,   0.33911,   0.79017,   0.68423,1117.63949,   1.07202
   1.00000,  48.57422,   0.79468,   1.33462, 110.99609,   0.29331,   0.87529,   0.62487,2508.54450,   0.30828
   1.00000,  39.51172,   0.72827,   1.53384,  83.22266,   0.81284,   1.39471,   0.82589,1695.01922,   0.42945
   1.00000,  33.30078,   0.54175,   1.36831, 144.39453,   0.27349,   0.68396,   0.66964, 846.78022,   1.24462
   1.00000,  29.82422,   0.81030,   1.13149, 107.24609,   0.44644,   0.55895,   0.82568, 341.32775,   1.28684
   1.00000,  12.20703,   0.75757,   1.10854, 121.42578,   0.51890,   0.20225,   1.09728,  20.93006,  21.24863
   1.00000,  10.64453,   0.56616,   1.30776,  94.23828,   0.27280,   0.20449,   1.02250,  25.15319,  24.87127
   1.00000,  26.77734,   0.92358,   1.47769, 125.64453,   0.38286,   0.78662,   0.73575, 502.25431,   2.08301
   1.00000,  45.25391,   0.86401,   1.12319, 165.25391,   0.54761,   0.82485,   0.78192,1149.74392,   0.56759
   1.00000,  21.28906,   0.96045,   1.36221, 176.21094,   0.33604,   0.55880,   0.79163, 220.40156,   5.81318
   1.00000,  49.00391,   0.58521,   1.15444, 182.36328,   0.76567,   1.05290,   0.81394,1652.11178,   0.49328
   1.00000,  19.47266,   0.73315,   1.17202, 169.47266,   0.67134,   0.53468,   0.95633, 110.93055,   7.30590
   1.00000,  13.76953,   0.56323,   1.19888, 108.41797,   0.41499,   0.28575,   0.99583,  42.49474,  13.21886
   1.00000,  23.14453,   0.65991,   1.40151, 177.79297,   0.39653,   0.67146,   0.78316, 297.59852,   4.56478
   1.00000,  43.37891,   0.80933,   1.41226, 178.37891,   0.22563,   0.76267,   0.59932,1988.23741,   0.69560
   1.00000,  37.91016,   0.81519,   1.12905, 116.03516,   0.35894,   0.59153,   0.75435, 693.53655,   0.67791
   1.00000,  15.17578,   0.69702,   1.40737, 131.26953,   0.39038,   0.45310,   0.89290,  84.54021,  11.95531
   1.00000,  41.28906,   0.71045,   1.11221, 116.21094,   0.68604,   0.81429,   0.83311, 824.17443,   0.52552
   1.00000,  45.52734,   0.91675,   1.15005, 174.39453,   0.57632,   0.91963,   0.78041,1313.71964,   0.58826
   1.00000,  37.16797,   0.74194,   1.22866,  92.71484,   0.76089,   1.06146,   0.84234, 909.97794,   0.57477
   1.00000,  11.38672,   0.68872,   1.22231, 148.73047,   0.71372,   0.34104,   1.10402,  25.72000,  32.06669
   1.00000,  40.91797,   0.55786,   1.31460,  99.51172,   0.33296,   0.82125,   0.66796,1445.62077,   0.46236
   1.00000,  39.70703,   0.61401,   1.31216, 146.85547,   0.38765,   0.87576,   0.69376,1316.99053,   0.74669
   1.00000,  12.40234,   0.72144,   1.11050, 170.76172,   0.41226,   0.17183,   1.07518,  22.14995,  28.49245
   1.00000,  29.90234,   0.94019,   1.47036, 187.51953,   0.63101,   1.07629,   0.80451, 694.45472,   2.23245
   1.00000,  45.09766,   0.98608,   1.52358,  88.84766,   0.24478,   0.86237,   0.59106,2502.27457,   0.30834
   1.00000,  12.28516,   0.66138,   1.47622, 112.16797,   0.74585,   0.56286,   1.03154,  48.34033,  19.25646
   1.00000,  33.65234,   0.76831,   1.28237, 189.51172,   0.56538,   0.93736,   0.78846, 760.80653,   1.58285
   1.00000,  24.47266,   0.66431,   1.29312, 153.76953,   0.33091,   0.56101,   0.77365, 298.21029,   3.33946
   1.00000,  23.65234,   0.89331,   1.20474, 131.26953,   0.39038,   0.52697,   0.83022, 220.57875,   3.15785
   1.00000,  14.82422,   0.81519,   1.12905, 116.03516,   0.67681,   0.34978,   1.04834,  41.46847,  11.33768
   1.00000,  37.71484,   0.65503,   1.49722,  94.82422,   0.20991,   0.70711,   0.60267,1426.76426,   0.56264
   1.00000,  17.94922,   0.53638,   1.10122, 142.16797,   0.47856,   0.27397,   0.97131,  63.29966,   7.82555
   1.00000,  27.12891,   0.91870,   1.11538, 189.62891,   0.46626,   0.50454,   0.85971, 238.84940,   3.02314
   1.00000,  40.09766,   0.52222,   1.21108, 193.84766,   0.62690,   0.95228,   0.78940,1084.89068,   0.95709
   1.00000,  43.41797,   0.69507,   1.33804, 118.96484,   0.82651,   1.32408,   0.82995,1799.03047,   0.46266
   1.00000,  18.73047,   0.60864,   1.14614,  91.07422,   0.44849,   0.36557,   0.93102,  89.38620,   4.41163
   1.00000,  21.19141,   0.60132,   1.41860,  96.46484,   0.52026,   0.73180,   0.83871, 233.03423,   3.22656
   1.00000,  21.26953,   0.71948,   1.48013, 115.91797,   0.80874,   0.96679,   0.91266, 251.96038,   3.83466
   1.00000,  14.86328,   0.94312,   1.32583, 117.20703,   0.32271,   0.36729,   0.90215,  70.95627,  11.36213
   1.00000,  48.88672,   0.65649,   1.44106,  81.23047,   0.51069,   1.21693,   0.69926,2936.92971,   0.22131
   1.00000,  13.84766,   0.94409,   1.10171, 130.09766,   0.35415,   0.19199,   1.03249,  29.59415,  15.59518
   1.00000,  29.27734,   0.58862,   1.38394,  82.63672,   0.37944,   0.76432,   0.73106, 588.34741,   1.04816
   1.00000,  23.88672,   0.67358,   1.41665, 175.68359,   0.80190,   0.99612,   0.89597, 333.28033,   4.10310
   1.00000,  27.91016,   0.55103,   1.53091, 149.08203,   0.42388,   0.86587,   0.73550, 594.92888,   2.18267
   1.00000,  33.45703,   0.78589,   1.29653, 180.60547,   0.27827,   0.65703,   0.68731, 768.13488,   1.53504
   1.00000,  22.05078,   0.57983,   1.44644,  88.14453,   0.60161,   0.83218,   0.84916, 270.83667,   2.61682
   1.00000,  25.56641,   0.75073,   1.59829, 153.06641,   0.82173,   1.15870,   0.87722, 482.35281,   2.91555
   1.00000,  46.28906,   0.52295,   1.54971, 161.21094,   0.24854,   0.87382,   0.58578,2755.07532,   0.51738
   1.00000,  43.61328,   0.75659,   1.40396, 130.44922,   0.81147,   1.37274,   0.82184,1999.45408,   0.50054
   1.00000,  24.94141,   0.50220,   1.18179,  97.63672,   0.74927,   0.69022,   0.91019, 238.97429,   2.00309
